rank,cluster_id,violation_count,center_lat,center_lon,top_violation_types,matched_junction,police_stations
561,843,19,13.175530910526318,77.6354855526316,"{'NO PARKING': 19, 'PARKING IN A MAIN ROAD': 5, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Chikkajala']
562,448,19,12.972579578947368,77.51186590526318,"{'WRONG PARKING': 12, 'NO PARKING': 7}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
563,480,19,12.988602789473685,77.47275436315789,"{'NO PARKING': 11, 'WRONG PARKING': 8, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
564,481,19,12.991141793157894,77.65702802789474,"{'WRONG PARKING': 18, 'PARKING IN A MAIN ROAD': 8, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Banaswadi']
565,353,18,12.986666316666666,77.64800958388889,"{'WRONG PARKING': 11, 'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 7}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Jeevanbheemanagar']"
566,496,18,12.9602101,77.64160430555556,"{'NO PARKING': 15, 'WRONG PARKING': 3}",BTP146 - Domlur Water Tank,"['Halasur', 'Jeevanbheemanagar']"
567,839,18,12.957356250555556,77.65382335777778,"{'NO PARKING': 18, 'PARKING IN A MAIN ROAD': 11, 'DEFECTIVE NUMBER PLATE': 7}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
568,1004,18,12.97188725,77.62982658888889,"{'PARKING IN A MAIN ROAD': 18, 'WRONG PARKING': 18, 'NO PARKING': 18}",UNCATALOGUED (no official junction tag),['Halasur']
569,589,18,12.805751072222222,77.69942772777779,"{'PARKING IN A MAIN ROAD': 17, 'NO PARKING': 17, 'WRONG PARKING': 13}",UNCATALOGUED (no official junction tag),['Electronic City']
570,601,18,13.021348344444444,77.55182679444445,"{'WRONG PARKING': 11, 'PARKING IN A MAIN ROAD': 9, 'NO PARKING': 9}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
571,609,18,12.917001694444444,77.62916028333333,"{'WRONG PARKING': 11, 'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),['Madiwala']
572,483,18,12.975204266666665,77.58848046666667,{'NO PARKING': 18},BTP037 - KR Circle,"['Cubbon Park', 'Halasuru Gate']"
573,516,18,12.981945010555556,77.53256130777778,"{'WRONG PARKING': 15, 'NO PARKING': 3, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
574,722,18,12.872579838888889,77.56651447777777,"{'WRONG PARKING': 17, 'DEFECTIVE NUMBER PLATE': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Thalagattapura']
575,672,18,12.993731861111112,77.70300142777779,"{'WRONG PARKING': 15, 'PARKING IN A MAIN ROAD': 4, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Mahadevapura']
576,905,18,12.937053305555555,77.5196123,"{'WRONG PARKING': 17, 'DEFECTIVE NUMBER PLATE': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Byatarayanapura']
577,883,18,12.901156305555556,77.70919016666667,{'WRONG PARKING': 18},UNCATALOGUED (no official junction tag),['Whitefield']
578,813,18,12.979272572222222,77.70966926666665,"{'WRONG PARKING': 18, 'PARKING IN A MAIN ROAD': 6, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
579,1001,18,12.930375599999998,77.57957383333333,"{'WRONG PARKING': 18, 'DEFECTIVE NUMBER PLATE': 4}","BTP188 - 27th Cross, 4th Main, Jayanagar",['Jayanagara']
580,833,18,12.980262383333333,77.64624311111112,"{'NO PARKING': 18, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
581,703,18,12.937911216666667,77.59872917777778,"{'NO PARKING': 17, 'WRONG PARKING': 1}",BTP126 - Dairy Circle,['Wilson Garden']
582,76,18,12.933736133333333,77.61980209444444,"{'NO PARKING': 15, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Adugodi']
583,314,18,12.897240644444445,77.57115331666667,"{'NO PARKING': 12, 'WRONG PARKING': 6, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),"['J.P. Nagar', 'K.S. Layout', 'Thalagattapura']"
584,832,18,12.981610827777777,77.64589768333333,"{'NO PARKING': 11, 'WRONG PARKING': 7, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
585,487,18,12.961983827777779,77.61469789444446,"{'WRONG PARKING': 18, 'NO PARKING': 18, 'PARKING IN A MAIN ROAD': 18}",BTP142 - Lower Agram Road Junction,['Ashok Nagar']
586,300,17,12.961434335294118,77.74771733529413,"{'WRONG PARKING': 14, 'PARKING IN A MAIN ROAD': 6, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),['Whitefield']
587,664,17,13.160736588235295,77.59560787058822,"{'NO PARKING': 11, 'WRONG PARKING': 8, 'PARKING IN A MAIN ROAD': 8}",UNCATALOGUED (no official junction tag),['Chikkajala']
588,626,17,12.935820629411765,77.51263895294119,"{'WRONG PARKING': 10, 'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 8}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
589,14,17,12.917647329411764,77.62227672941177,"{'NO PARKING': 12, 'WRONG PARKING': 5, 'PARKING IN A MAIN ROAD': 1}",BTP137 - Madiwala Traffic PS Junction,['Madiwala']
590,936,17,12.999585970588234,77.69222354117647,{'WRONG PARKING': 17},UNCATALOGUED (no official junction tag),['Mahadevapura']
591,674,17,13.025875,77.62769218235293,"{'WRONG PARKING': 11, 'NO PARKING': 6, 'PARKING IN A MAIN ROAD': 5}",UNCATALOGUED (no official junction tag),['K.G. Halli']
592,380,17,13.02057584117647,77.61384105294118,{'WRONG PARKING': 17},UNCATALOGUED (no official junction tag),['K.G. Halli']
593,789,17,13.02791018235294,77.5181650235294,"{'WRONG PARKING': 16, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Peenya']
594,247,17,13.021490670588236,77.53567394705884,"{'WRONG PARKING': 14, 'NO PARKING': 3, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),"['Rajajinagar', 'Yeshwanthpura']"
595,891,17,12.960212888235294,77.55421707058824,"{'NO PARKING': 15, 'PARKING IN A MAIN ROAD': 15, 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC': 13}",BTP092 - Bangalore Builders Junction,['Magadi Road']
596,326,17,13.097842247058825,77.5663195,{'NO PARKING': 17},UNCATALOGUED (no official junction tag),['Yelahanka']
597,600,17,12.925221641176469,77.49879471176472,"{'WRONG PARKING': 13, 'NO PARKING': 12, 'PARKING IN A MAIN ROAD': 9}",UNCATALOGUED (no official junction tag),['Kengeri']
598,911,17,12.943299788235295,77.74977441764706,"{'WRONG PARKING': 17, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['Whitefield']
599,975,17,12.88697161764706,77.64917978764707,{'WRONG PARKING': 17},UNCATALOGUED (no official junction tag),['Electronic City']
600,531,17,13.014565052941174,77.62741789411766,"{'NO PARKING': 12, 'WRONG PARKING': 6, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'K.G. Halli']"
601,379,17,13.000572494117646,77.61995164705883,"{'WRONG PARKING': 10, 'NO PARKING': 7, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Pulikeshinagar(F.Town)']
602,732,16,12.928368525,77.59725213749999,"{'NO PARKING': 16, 'PARKING IN A MAIN ROAD': 12, 'WRONG PARKING': 11}","BTP127 - Sagar Hospital, Jayanagar",['Jayanagara']
603,364,16,13.01902192875,77.65554287875,"{'WRONG PARKING': 15, 'DEFECTIVE NUMBER PLATE': 2, 'PARKING OPPOSITE TO ANOTHER PARKED VEHICLE': 2}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Hennuru']"
604,367,16,12.9944981375,77.75774604375,"{'NO PARKING': 14, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Mahadevapura']
605,552,16,13.0717334125,77.5900585,"{'WRONG PARKING': 12, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Kodigehalli']
606,263,16,12.913958087500001,77.48678405,"{'PARKING IN A MAIN ROAD': 16, 'NO PARKING': 16, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Kengeri']
607,755,16,13.0265534625,77.589032275,"{'WRONG PARKING': 16, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
608,870,16,12.9726307,77.548415925,"{'NO PARKING': 14, 'WRONG PARKING': 2}","BTP070 - Cholurpalya Junction, Magadi Road",['Magadi Road']
609,572,16,13.0082297375,77.48450045625,"{'WRONG PARKING': 16, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
610,502,16,12.898831099999999,77.65118196875,"{'NO PARKING': 11, 'WRONG PARKING': 5, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['HSR Layout']
611,995,16,12.928564425000001,77.59124651874998,"{'WRONG PARKING': 15, 'DEFECTIVE NUMBER PLATE': 2, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Jayanagara']
612,994,16,12.9417809125,77.563671325,{'WRONG PARKING': 16},UNCATALOGUED (no official junction tag),['Basavanagudi']
613,826,16,12.89787645625,77.6063578375,"{'NO PARKING': 15, 'PARKING IN A MAIN ROAD': 8, 'PARKING ON FOOTPATH': 5}",UNCATALOGUED (no official junction tag),['Mico Layout']
614,828,16,12.967840124999999,77.63666111875,"{'WRONG PARKING': 14, 'NO PARKING': 11, 'PARKING ON FOOTPATH': 4}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
615,656,16,12.954296418750001,77.62253419375,"{'WRONG PARKING': 13, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Ashok Nagar']
616,718,16,12.9716341,77.5736467625,{'WRONG PARKING': 16},BTP043 - Upparpet Junction,"['Chamarajpet', 'Upparpet']"
617,465,16,13.02285836875,77.600846175,"{'WRONG PARKING': 15, 'DEFECTIVE NUMBER PLATE': 2, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
618,692,16,12.99770410625,77.60513534374999,{'WRONG PARKING': 16},UNCATALOGUED (no official junction tag),['R.T. Nagar']
619,659,16,12.960315806250001,77.66606128125,{'NO PARKING': 16},UNCATALOGUED (no official junction tag),"['HAL Old Airport', 'Jeevanbheemanagar']"
620,392,16,12.95873214375,77.57413981875001,"{'NO PARKING': 13, 'WRONG PARKING': 3, 'PARKING IN A MAIN ROAD': 3}",BTP104 - Medical College Circle,['V.V.Puram (C.Pet)']
621,198,16,13.04092636875,77.61742856875,"{'NO PARKING': 15, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Hennuru']
622,544,16,13.024004269999999,77.64342813125,"{'WRONG PARKING': 15, 'DEFECTIVE NUMBER PLATE': 2, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Hennuru']"
623,564,16,13.069683925,77.585301025,"{'NO PARKING': 14, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Kodigehalli']
624,885,16,12.9922410875,77.7174029125,"{'WRONG PARKING': 16, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
625,800,16,12.961901025,77.59370239375,"{'WRONG PARKING': 9, 'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 3}","BTP101 - Blood Bank Circle, KH Road",['Halasuru Gate']
626,439,16,13.09488985625,77.597304125,"{'WRONG PARKING': 11, 'NO PARKING': 6, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Yelahanka']
627,670,15,12.983482819999999,77.76803062666664,"{'NO PARKING': 10, 'WRONG PARKING': 5}",UNCATALOGUED (no official junction tag),['Mahadevapura']
628,666,15,12.945713399999999,77.61871115333334,"{'WRONG PARKING': 13, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),"['Adugodi', 'No Police Station']"
629,714,15,12.936764806666666,77.62026928,"{'WRONG PARKING': 8, 'NO PARKING': 7, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Adugodi']
630,992,15,13.072737586666669,77.60361157999999,"{'WRONG PARKING': 15, 'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Hebbala']
631,504,15,13.031397973333332,77.62145855333333,"{'WRONG PARKING': 11, 'PARKING ON FOOTPATH': 7, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['K.G. Halli']
632,835,15,12.988394120000002,77.71039850000001,"{'WRONG PARKING': 14, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
633,451,15,13.013755479999997,77.55143852666667,"{'WRONG PARKING': 14, 'PARKING IN A MAIN ROAD': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Rajajinagar']
634,968,15,12.980358246666668,77.72722687333334,"{'WRONG PARKING': 12, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),"['Mahadevapura', 'Whitefield']"
635,957,15,12.959262446666665,77.55840839999999,"{'PARKING IN A MAIN ROAD': 15, 'NO PARKING': 15}",BTP091 - Sirsi Circle,['Chamarajpet']
636,716,15,12.956394793333335,77.64875665333331,{'NO PARKING': 15},UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
637,568,15,12.953328286666666,77.64076318666667,{'NO PARKING': 15},UNCATALOGUED (no official junction tag),"['Halasur', 'Jeevanbheemanagar']"
638,557,15,12.94815326,77.55920588,"{'WRONG PARKING': 9, 'NO PARKING': 6, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Basavanagudi']
639,792,15,13.036094880000004,77.51911439999999,{'WRONG PARKING': 15},UNCATALOGUED (no official junction tag),['Peenya']
640,819,15,12.938046213333331,77.61883942666668,"{'NO PARKING': 14, 'WRONG PARKING': 5, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),['Adugodi']
641,814,15,12.987884826666665,77.66380366,"{'WRONG PARKING': 11, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Banaswadi']
642,459,15,12.930417958666663,77.514979114,"{'NO PARKING': 13, 'WRONG PARKING': 2, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Kengeri']
643,786,15,13.00672744,77.55811623333332,"{'WRONG PARKING': 12, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Malleshwaram']
644,474,15,12.840278899999998,77.65244454666667,"{'WRONG PARKING': 10, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),['Electronic City']
645,808,15,13.011829546666666,77.69930720666666,"{'WRONG PARKING': 9, 'NO PARKING': 6, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['K.R. Pura']
646,199,15,13.019675906666665,77.61887789999999,"{'WRONG PARKING': 15, 'DEFECTIVE NUMBER PLATE': 2, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['K.G. Halli']
647,701,15,13.044925486666667,77.62675185333335,"{'NO PARKING': 15, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Hennuru']
648,742,15,12.969949893333334,77.56506047333332,"{'WRONG PARKING': 15, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Magadi Road']
649,603,15,12.97761192666667,77.64089841333335,"{'NO PARKING': 9, 'WRONG PARKING': 6}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
650,409,15,12.978282086666665,77.56469255999998,"{'WRONG PARKING': 13, 'NO PARKING': 2}",BTP074 - Leprosy Hospital Junction,['Magadi Road']
651,410,15,13.001683386666665,77.63148429999998,"{'NO PARKING': 13, 'WRONG PARKING': 2, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Banaswadi']
652,889,15,12.906039273333333,77.60217099333336,"{'NO PARKING': 15, 'PARKING IN A MAIN ROAD': 5, 'DEFECTIVE NUMBER PLATE': 3}",BTP130 - GD Mara Junction,['Mico Layout']
653,916,15,12.952618039999999,77.59553183333333,"{'NO PARKING': 9, 'WRONG PARKING': 6}",BTP103 - Shanti Nagar TTMC,['Wilson Garden']
654,912,15,12.980629333333333,77.55257903333333,"{'WRONG PARKING': 14, 'NO PARKING': 1}","BTP062 - Basava Mantapa, Dr. Rajkumar Road",['Magadi Road']
655,762,15,13.006784159999995,77.56814448666667,"{'NO PARKING': 9, 'WRONG PARKING': 6}",UNCATALOGUED (no official junction tag),['Malleshwaram']
656,1003,15,12.971196999999997,77.63016470000001,"{'PARKING IN A MAIN ROAD': 15, 'WRONG PARKING': 15, 'NO PARKING': 15}",UNCATALOGUED (no official junction tag),['Halasur']
657,1002,15,12.972240293333332,77.63115812000001,"{'PARKING IN A MAIN ROAD': 15, 'WRONG PARKING': 15, 'NO PARKING': 15}",UNCATALOGUED (no official junction tag),['Halasur']
658,365,15,12.92714002,77.57802628666666,"{'NO PARKING': 14, 'PARKING ON FOOTPATH': 2, 'WRONG PARKING': 1}","BTP189 - New Diagonal Road, Jayanagar",['Jayanagara']
659,288,15,12.902522795999998,77.631883056,"{'WRONG PARKING': 14, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),"['HSR Layout', 'Madiwala']"
660,369,15,13.184294933333332,77.69019414,{'WRONG PARKING': 15},UNCATALOGUED (no official junction tag),['Chikkajala']
661,681,15,12.993889246666667,77.57739432666668,"{'NO PARKING': 12, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),"['Sadashivanagar', 'Sheshadripuram']"
662,954,15,12.955012606666665,77.56607276666666,{'NO PARKING': 15},BTP214 - 5th Main Chamrajpet  Junction,['Basavanagudi']
663,946,15,12.884524459999998,77.60199121000002,{'WRONG PARKING': 15},UNCATALOGUED (no official junction tag),['Hulimavu']
664,955,14,12.93744722142857,77.53263269285715,"{'WRONG PARKING': 13, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Banashankari']
665,679,14,12.956444099999999,77.69596057857143,"{'NO PARKING': 8, 'WRONG PARKING': 6, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
666,675,14,13.038534064285715,77.52039744285715,"{'WRONG PARKING': 13, 'PARKING IN A MAIN ROAD': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Peenya']
667,976,14,13.1847927,77.68429857142857,"{'WRONG PARKING': 12, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Chikkajala']
668,652,14,13.139598684285716,77.61774846214284,"{'NO PARKING': 8, 'WRONG PARKING': 6, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Chikkajala']
669,638,14,12.945383814285716,77.49556326428572,"{'NO PARKING': 9, 'WRONG PARKING': 6, 'PARKING IN A MAIN ROAD': 6}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
670,730,14,12.989105935714287,77.54624746428571,{'WRONG PARKING': 14},BTP018 - Dhobi Ghat Junction,['Vijayanagara']
671,620,14,12.935745264285714,77.62187174285714,"{'WRONG PARKING': 8, 'NO PARKING': 6, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Adugodi']
672,618,14,12.945287857142855,77.58577300714286,"{'WRONG PARKING': 13, 'PARKING IN A MAIN ROAD': 8, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Wilson Garden']
673,754,14,12.9081626,77.57054039285715,"{'NO PARKING': 14, 'DEFECTIVE NUMBER PLATE': 1, 'PARKING IN A MAIN ROAD': 1}","BTP159 - JP Nagar Metro, ORR",['K.S. Layout']
674,611,14,12.984993400000002,77.54477689285716,"{'NO PARKING': 13, 'DEFECTIVE NUMBER PLATE': 1, 'WRONG PARKING': 1}","BTP024 - NPS, Vijayanagar","['Magadi Road', 'Vijayanagara']"
675,94,14,13.011146528571427,77.65928295714286,{'NO PARKING': 14},UNCATALOGUED (no official junction tag),"['Banaswadi', 'K.R. Pura']"
676,735,14,13.045564471428568,77.55659398571429,"{'NO PARKING': 10, 'WRONG PARKING': 4, 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC': 2}",UNCATALOGUED (no official junction tag),['Jalahalli']
677,586,14,12.954553142857142,77.64124872142857,"{'NO PARKING': 11, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),"['Halasur', 'Jeevanbheemanagar']"
678,582,14,12.985648290714286,77.64473674785714,"{'WRONG PARKING': 12, 'PARKING IN A MAIN ROAD': 4, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'Jeevanbheemanagar']"
679,576,14,13.031536792857143,77.50365327142858,"{'WRONG PARKING': 12, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Peenya']
680,791,14,13.041736921428575,77.51646438571429,"{'WRONG PARKING': 14, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),"['Chikkabanavara', 'Peenya']"
681,146,14,12.903814064285713,77.57331229285714,"{'NO PARKING': 14, 'DEFECTIVE NUMBER PLATE': 1}","BTP159 - JP Nagar Metro, ORR",['J.P. Nagar']
682,549,14,12.960341885714284,77.74740311428572,"{'NO PARKING': 8, 'WRONG PARKING': 6}",UNCATALOGUED (no official junction tag),['Whitefield']
683,316,14,12.900657910714285,77.63311351928571,{'WRONG PARKING': 14},UNCATALOGUED (no official junction tag),['HSR Layout']
684,817,14,12.912060757142857,77.64612012142857,{'NO PARKING': 14},UNCATALOGUED (no official junction tag),['HSR Layout']
685,514,14,13.000432135714286,77.56407600714286,"{'WRONG PARKING': 9, 'NO PARKING': 5}",UNCATALOGUED (no official junction tag),['Malleshwaram']
686,495,14,12.923500235714288,77.57461802857142,"{'NO PARKING': 13, 'WRONG PARKING': 1}","BTP114 - KR Road Junction, Near JSS",['Banashankari']
687,836,14,12.980330899999998,77.70914457857145,"{'WRONG PARKING': 14, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
688,849,14,12.981965071428572,77.62453857857143,{'NO PARKING': 14},UNCATALOGUED (no official junction tag),['Halasur']
689,867,14,12.968023411428574,77.65229808357142,"{'NO PARKING': 10, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
690,858,14,12.993503742857142,77.70434920714284,{'WRONG PARKING': 14},UNCATALOGUED (no official junction tag),['Mahadevapura']
691,178,14,12.960419878571427,77.50529982142858,"{'WRONG PARKING': 8, 'NO PARKING': 6, 'PARKING IN A MAIN ROAD': 4}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
692,460,14,12.952449435714284,77.53690093571429,"{'NO PARKING': 11, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 2}",BTP096 - Gali Anjaneya Temple,['Byatarayanapura']
693,441,14,13.014285014285713,77.54408388571429,"{'WRONG PARKING': 11, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Rajajinagar']
694,425,14,13.098072357142856,77.56869372142856,"{'NO PARKING': 11, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Yelahanka']
695,232,14,13.056704907142855,77.50726830714287,"{'NO PARKING': 10, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Chikkabanavara']
696,926,14,12.918568499999997,77.55973182142857,{'WRONG PARKING': 14},BTP158 - Devegowda Petrol Bunk,['Banashankari']
697,246,14,12.913366392857142,77.64459643571429,"{'NO PARKING': 9, 'WRONG PARKING': 5, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['HSR Layout']
698,102,14,13.12137752857143,77.61916098571429,"{'WRONG PARKING': 14, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Yelahanka']
699,687,14,13.086950957142857,77.63520135714286,{'NO PARKING': 14},UNCATALOGUED (no official junction tag),['Hennuru']
700,359,13,12.940118468461538,77.56439591384616,"{'NO PARKING': 7, 'WRONG PARKING': 6}",UNCATALOGUED (no official junction tag),['Basavanagudi']
701,999,13,13.014421538461537,77.55676526153846,{'WRONG PARKING': 13},UNCATALOGUED (no official junction tag),['Malleshwaram']
702,686,13,12.884357130769233,77.59629766153847,"{'WRONG PARKING': 12, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),"['Hulimavu', 'J.P. Nagar']"
703,683,13,12.966438269230771,77.58706594615384,"{'WRONG PARKING': 10, 'NO PARKING': 3, 'DEFECTIVE NUMBER PLATE': 1}",BTP077 - Halasuru Gate Junction,['Halasuru Gate']
704,684,13,12.974930384615387,77.64497476153846,{'NO PARKING': 13},UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
705,866,13,13.059015746153847,77.58500815384615,"{'NO PARKING': 8, 'WRONG PARKING': 5, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
706,335,13,12.952470366923079,77.6524781923077,"{'WRONG PARKING': 13, 'DEFECTIVE NUMBER PLATE': 3, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
707,704,13,13.19318783846154,77.68094865384616,"{'WRONG PARKING': 7, 'NO PARKING': 6}",UNCATALOGUED (no official junction tag),['Devanahalli Airport']
708,418,13,12.905974046153847,77.59510156153847,"{'NO PARKING': 12, 'WRONG PARKING': 1}",BTP222 - Delmia Circle,['J.P. Nagar']
709,384,13,12.877042776923078,77.54542213076921,"{'WRONG PARKING': 12, 'PARKING IN A MAIN ROAD': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Thalagattapura']
710,273,13,12.908803540000005,77.63253591307692,{'NO PARKING': 13},UNCATALOGUED (no official junction tag),['HSR Layout']
711,738,13,12.97090536923077,77.56841470769231,"{'WRONG PARKING': 12, 'PARKING IN A MAIN ROAD': 5, 'NO PARKING': 2}",BTP048 - Shanthala Junction,['Chamarajpet']
712,631,13,13.045311123076926,77.54811909230769,"{'WRONG PARKING': 13, 'NO PARKING': 13, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Jalahalli']
713,624,13,12.95573216923077,77.71685845384614,"{'WRONG PARKING': 9, 'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 2}",UNCATALOGUED (no official junction tag),['Whitefield']
714,566,13,12.973413430769229,77.56935504615385,"{'NO PARKING': 8, 'WRONG PARKING': 5, 'DEFECTIVE NUMBER PLATE': 1}",BTP048 - Shanthala Junction,['Chamarajpet']
715,766,13,12.996726500000001,77.55482622307692,"{'NO PARKING': 9, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 1}","BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",['Rajajinagar']
716,947,13,12.951269623076923,77.56992783846154,{'NO PARKING': 13},BTP215 - Vanivillas Junction,['V.V.Puram (C.Pet)']
717,831,13,12.953562953846156,77.59293554615384,"{'NO PARKING': 8, 'WRONG PARKING': 5}",BTP103 - Shanti Nagar TTMC,['Wilson Garden']
718,490,13,12.9211299,77.73638470769231,"{'WRONG PARKING': 10, 'PARKING IN A MAIN ROAD': 5, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['Whitefield']
